"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Ede","Ede","7.73635","4.43536","Nigeria","NG","","Osun State","","159866","3719"
"Manzanillo","Manzanillo","19.11695","-104.34214","Mexico","MX","","Colima","","159853","3720"
"Jalapa","Jalapa","14.63542","-89.99112","Guatemala","GT","","Jalapa","","159840","3721"
"Paech’ŏn-ŭp","Paech'on-up","37.99306","126.30139","North Korea","KP","","South Hwanghae","","159825","3722"
"Cary","Cary","35.79154","-78.78112","United States","US","","North Carolina","","159769","3723"
"Barreiras","Barreiras","-12.15278","-44.99","Brazil","BR","","Bahia","","159734","3724"
"Skudai","Skudai","1.53741","103.65779","Malaysia","MY","","Johor","","159733","3725"
"Tahoua","Tahoua","14.8888","5.2692","Niger","NE","","Tahoua Region","","159468","3726"
"Alexandria","Alexandria","38.80484","-77.04692","United States","US","","Virginia","","159467","3727"
"Tuxtepec","Tuxtepec","18.0883","-96.12535","Mexico","MX","","Oaxaca","","159452","3728"
"Puthia","Puthia","24.36537","88.83431","Bangladesh","BD","","Rajshahi Division","","159406","3729"
"Newton","Newton","49.13333","-122.85","Canada","CA","","British Columbia","","159390","3730"
"Paris 16 Passy","Paris 16 Passy","48.8637","2.2769","France","FR","","Île-de-France","","159386","3731"
"Zhicheng","Zhicheng","30.29556","111.50472","China","CN","","Hubei","","159383","3732"
"Ang Mo Kio New Town","Ang Mo Kio New Town","1.38028","103.83972","Singapore","SG","","02","","159340","3733"
"Limuru","Limuru","-1.1136","36.64205","Kenya","KE","","Kiambu County","","159314","3734"
"San Miguel del Padrón","San Miguel del Padron","23.09544","-82.32669","Cuba","CU","","Havana","","159273","3735"
"Tarija","Tarija","-21.53549","-64.72956","Bolivia","BO","","Tarija Department","","159269","3736"
"Patos de Minas","Patos de Minas","-18.57889","-46.51806","Brazil","BR","","Minas Gerais","","159235","3737"
"Oldenburg","Oldenburg","53.14039","8.21479","Germany","DE","","Lower Saxony","","159218","3738"
"Paris 17 Batignolles-Monceau","Paris 17 Batignolles-Monceau","48.8835","2.3219","France","FR","","Île-de-France","","159212","3739"
"Matsusaka","Matsusaka","34.57895","136.53706","Japan","JP","","Mie","","159145","3740"
"Catamarca","Catamarca","-28.46957","-65.78524","Argentina","AR","","Catamarca","","159139","3741"
"Tochigi","Tochigi","36.38333","139.73333","Japan","JP","","Tochigi","","159056","3742"
"Khoroshëvo-Mnevniki","Khoroshevo-Mnevniki","55.78363","37.47137","Russia","RU","","Moscow Oblast","","159000","3743"
"Bibirevo","Bibirevo","55.88333","37.6","Russia","RU","","Moscow","","159000","3744"
"Bordj Bou Arreridj","Bordj Bou Arreridj","36.07389","4.76139","Algeria","DZ","","Bordj Bou Arréridj","","158812","3745"
"Dīla","Dila","6.41667","38.31667","Ethiopia","ET","","South Ethiopia Regional State","","158800","3746"
"Jaigaon","Jaigaon","26.84766","89.37558","India","IN","","West Bengal","","158664","3747"
"Batāla","Batala","31.80921","75.20294","India","IN","","Punjab","","158621","3748"
"Grenoble","Grenoble","45.17869","5.71479","France","FR","","Rhône-Alpes","","158552","3749"
"Itapecerica da Serra","Itapecerica da Serra","-23.71694","-46.84917","Brazil","BR","","São Paulo","","158522","3750"
"Sāmarrā’","Samarra'","34.1959","43.88568","Iraq","IQ","","Salah ad Din","","158508","3751"
"Tempe Junction","Tempe Junction","33.41421","-111.94348","United States","US","","Arizona","","158368","3752"
"Palmdale","Palmdale","34.57943","-118.11646","United States","US","","California","","158351","3753"
"George Town","George Town","5.41123","100.33543","Malaysia","MY","","Penang","","158336","3754"
"El Achir","El Achir","36.06386","4.62744","Algeria","DZ","","Bordj Bou Arréridj","","158333","3755"
"Hayward","Hayward","37.66882","-122.0808","United States","US","","California","","158289","3756"
"Orai","Orai","25.99023","79.45334","India","IN","","Uttar Pradesh","","158265","3757"
"Thốt Nốt","Thot Not","10.27213","105.5338","Vietnam","VN","","Can Tho City","","158225","3758"
"Gweru","Gweru","-19.45","29.81667","Zimbabwe","ZW","","Midlands Province","","158200","3759"
"Abaetetuba","Abaetetuba","-1.71806","-48.8825","Brazil","BR","","Pará","","158188","3760"
"Centro Habana","Centro Habana","23.13833","-82.36417","Cuba","CU","","Havana","","158151","3761"
"Bukit Batok New Town","Bukit Batok New Town","1.35903","103.76368","Singapore","SG","","00","","158030","3762"
"Chom Thong","Chom Thong","13.67717","100.48407","Thailand","TH","","Bangkok","","158005","3763"
"Gol’yanovo","Gol'yanovo","55.82299","37.81306","Russia","RU","","Moscow","","158000","3764"
"Sunggal","Sunggal","3.5765","98.6151","Indonesia","ID","","North Sumatra","","157914","3765"
"Admiralteisky","Admiralteisky","59.923","30.3","Russia","RU","","St.-Petersburg","","157897","3766"
"Itapetininga","Itapetininga","-23.59167","-48.05306","Brazil","BR","","São Paulo","","157790","3767"
"Diourbel","Diourbel","14.64792","-16.24363","Senegal","SN","","Diourbel Region","","157554","3768"
"Ueda","Ueda","36.40265","138.28161","Japan","JP","","Nagano","","157480","3769"
"Aberdeen","Aberdeen","22.24802","114.15289","Hong Kong","HK","","Southern District","","157400","3770"
"Avtozavodskyi","Avtozavodskyi","49.09753","33.43206","Ukraine","UA","","Poltava","","157382","3771"
"Salinas","Salinas","36.67774","-121.6555","United States","US","","California","","157380","3772"
"San Blas-Canillejas","San Blas-Canillejas","40.43893","-3.61537","Spain","ES","","Madrid","","157367","3773"
"Cuautla","Cuautla","18.8106","-98.93525","Mexico","MX","","Morelos","","157336","3774"
"Salzburg","Salzburg","47.79941","13.04399","Austria","AT","","Salzburg","","157245","3775"
"Perbaungan","Perbaungan","3.5679","98.956","Indonesia","ID","","North Sumatra","","157174","3776"
"Nong Chok","Nong Chok","13.85585","100.86216","Thailand","TH","","Bangkok","","157138","3777"
"Ussuriysk","Ussuriysk","43.80467","131.95734","Russia","RU","","Primorye","","157068","3778"
"Arif Wala","Arif Wala","26.32478","66.29587","Pakistan","PK","","Balochistan","","157063","3779"
"Nanpiao","Nanpiao","41.09822","120.74792","China","CN","","Liaoning","","157044","3780"
"Livorno","Livorno","43.54427","10.32615","Italy","IT","","Tuscany","","157017","3781"
"Río Cuarto","Rio Cuarto","-33.13044","-64.35272","Argentina","AR","","Cordoba","","157010","3782"
"Harar","Harar","9.31387","42.11815","Ethiopia","ET","","Harari","","157000","3783"
"Tiraspol","Tiraspol","46.84275","29.6284","Moldova","MD","","Transnistria","","157000","3784"
"Caxias","Caxias","-4.85889","-43.35611","Brazil","BR","","Maranhão","","156973","3785"
"Enfield Town","Enfield Town","51.65147","-0.08497","United Kingdom","GB","","England","","156858","3786"
"Westonaria","Westonaria","-26.31905","27.6486","South Africa","ZA","","Gauteng","","156831","3787"
"Lizhi","Lizhi","29.70317","107.39521","China","CN","","Chongqing","","156753","3788"
"Hitachi-Naka","Hitachi-Naka","36.39659","140.53479","Japan","JP","","Ibaraki","","156581","3789"
"Saharsa","Saharsa","25.87498","86.59611","India","IN","","Bihar","","156540","3790"
"Qalyub","Qalyub","30.17922","31.2056","Egypt","EG","","Qalyubia","","156363","3791"
"Escuintla","Escuintla","14.30097","-90.78816","Guatemala","GT","","Escuintla","","156313","3792"
"Marbella","Marbella","36.51543","-4.88583","Spain","ES","","Andalusia","","156295","3793"
"Batu Pahat","Batu Pahat","1.8548","102.9325","Malaysia","MY","","Johor","","156236","3794"
"Sitiawan","Sitiawan","4.2168","100.6996","Malaysia","MY","","Perak","","156234","3795"
"Mariveles","Mariveles","14.43385","120.48569","Philippines","PH","","Central Luzon","","156200","3796"
"San Pablo de las Salinas","San Pablo de las Salinas","19.66658","-99.09477","Mexico","MX","","México","","156191","3797"
"Lampang","Lampang","18.29232","99.49277","Thailand","TH","","Lampang","","156139","3798"
"York","York","53.95763","-1.08271","United Kingdom","GB","","England","","156135","3799"
"Bạc Liêu","Bac Lieu","9.29414","105.72776","Vietnam","VN","","Ca Mau","","156110","3800"
"Juja","Juja","-1.10148","37.0132","Kenya","KE","","Kiambu County","","156041","3801"
"Nek’emtē","Nek'emte","9.08333","36.55","Ethiopia","ET","","Oromiya","","156000","3802"
"Fès al Bali","Fes al Bali","34.0701","-4.95473","Morocco","MA","","Fes-Meknes","","156000","3803"
"Örebro","OErebro","59.27412","15.2066","Sweden","SE","","Örebro","","155989","3804"
"Al Miqdādīyah","Al Miqdadiyah","33.97861","44.93694","Iraq","IQ","","Diyala","","155968","3805"
"Katsuta","Katsuta","36.38333","140.53333","Japan","JP","","Ibaraki","","155968","3806"
"Malabo","Malabo","3.75578","8.78166","Equatorial Guinea","GQ","","Bioko Norte","","155963","3807"
"Vidisha","Vidisha","23.52604","77.81092","India","IN","","Madhya Pradesh","","155951","3808"
"Tuy Hòa","Tuy Hoa","13.09546","109.32094","Vietnam","VN","","Dak Lak","","155921","3809"
"Yizhou","Yizhou","24.5","108.66667","China","CN","","Guangxi","","155872","3810"
"Sunnyvale","Sunnyvale","37.36883","-122.03635","United States","US","","California","","155805","3811"
"Tema","Tema","5.6698","-0.01657","Ghana","GH","","Greater Accra","","155782","3812"
"Camaragibe","Camaragibe","-8.02167","-34.98111","Brazil","BR","","Pernambuco","","155771","3813"
"Yichun","Yichun","47.72143","128.87529","China","CN","","Heilongjiang","","155762","3814"
"Đức Phổ","GJuc Pho","14.81355","108.95931","Vietnam","VN","","Quang Ngai","","155743","3815"
"San Martin Texmelucan de Labastida","San Martin Texmelucan de Labastida","19.28431","-98.43885","Mexico","MX","","Puebla","","155738","3816"
"Itajaí","Itajai","-26.90778","-48.66194","Brazil","BR","","Santa Catarina","","155716","3817"
"Ar Ramthā","Ar Ramtha","32.55873","36.00816","Jordan","JO","","Irbid","","155693","3818"
"Hanumāngarh","Hanumangarh","29.58182","74.32938","India","IN","","Rajasthan","","155687","3819"
"São Mateus","Sao Mateus","-23.60583","-46.47889","Brazil","BR","","São Paulo","","155682","3820"
"Zemun","Zemun","44.8458","20.40116","Serbia","RS","","Central Serbia","","155591","3821"
"Telford","Telford","52.67659","-2.44926","United Kingdom","GB","","England","","155570","3822"
"Kisi","Kisi","9.08297","3.85196","Nigeria","NG","","Oyo State","","155510","3823"
"Ilhéus","Ilheus","-14.79909","-39.03228","Brazil","BR","","Bahia","","155499","3824"
"Villa Canales","Villa Canales","14.48285","-90.53425","Guatemala","GT","","Guatemala","","155423","3825"
"Guyong","Guyong","14.8361","120.97844","Philippines","PH","","Central Luzon","","155391","3826"
"Settat","Settat","33.00103","-7.61662","Morocco","MA","","Casablanca-Settat","","155333","3827"
"Port Louis","Port Louis","-20.16194","57.49889","Mauritius","MU","","Port Louis","","155226","3828"
"Kawanishi","Kawanishi","34.81667","135.41667","Japan","JP","","Hyōgo","","155165","3829"
"Thānesar","Thanesar","29.97323","76.83214","India","IN","","Haryana","","155152","3830"
"Al Ḩawāmidīyah","Al Hawamidiyah","29.9","31.25","Egypt","EG","","Giza","","155055","3831"
"Hassan","Hassan","13.00715","76.0962","India","IN","","Karnataka","","155006","3832"
"Lianghu","Lianghu","29.99152","120.89845","China","CN","","Zhejiang","","155000","3833"
"Tetuán de las Victorias","Tetuan de las Victorias","40.45975","-3.6975","Spain","ES","","Madrid","","155000","3834"
"Kishangarh","Kishangarh","26.59006","74.85397","India","IN","","Rajasthan","","154886","3835"
"Birendranagar","Birendranagar","28.59669","81.61658","Nepal","NP","","Karnali Pradesh","","154886","3836"
"Dalūpura","Dalupura","28.6057","77.31901","India","IN","","Delhi","","154791","3837"
"Guangshui","Guangshui","31.6199","113.9978","China","CN","","Hubei","","154771","3838"
"Saint-Denis","Saint-Denis","-20.88231","55.4504","Reunion","RE","","Reunion","","154765","3839"
"Brăila","Braila","45.27152","27.97429","Romania","RO","","Brăila County","","154686","3840"
"Lyubertsy","Lyubertsy","55.67719","37.89322","Russia","RU","","Moscow Oblast","","154650","3841"
"Bumba","Bumba","2.18771","22.46827","Democratic Republic of the Congo","CD","","Mongala","","154586","3842"
"Rudrapur","Rudrapur","28.98","79.4","India","IN","","Uttarakhand","","154554","3843"
"La Serena","La Serena","-29.90591","-71.25014","Chile","CL","","Coquimbo Region","","154521","3844"
"Miskolc","Miskolc","48.10327","20.77806","Hungary","HU","","Borsod-Abaúj-Zemplén","","154521","3845"
"Abū Kabīr","Abu Kabir","30.72508","31.67148","Egypt","EG","","Sharqia","","154466","3846"
"Fu’an","Fu'an","27.09131","119.64446","China","CN","","Fujian","","154439","3847"
"Kitengela","Kitengela","-1.47612","36.96144","Kenya","KE","","Kajiado County","","154436","3848"
"Frisco","Frisco","33.15067","-96.82361","United States","US","","Texas","","154407","3849"
"Zhaodong","Zhaodong","46.05223","125.9552","China","CN","","Heilongjiang","","154406","3850"
"Wujiaqu","Wujiaqu","44.16279","87.52174","China","CN","","Xinjiang","","154400","3851"
"Shomolu","Shomolu","6.53891","3.3742","Nigeria","NG","","Lagos","","154390","3852"
"Janzūr","Janzur","32.81868","13.01727","Libya","LY","","Al Jafarah","","154389","3853"
"Xai-Xai","Xai-Xai","-25.05194","33.64417","Mozambique","MZ","","Gaza Province","","154356","3854"
"Springfield","Springfield","42.10148","-72.58981","United States","US","","Massachusetts","","154341","3855"
"Nalgonda","Nalgonda","17.05439","79.26707","India","IN","","Telangana","","154326","3856"
"Katabi","Katabi","0.08411","32.46972","Uganda","UG","","Central Region","","154300","3857"
"Gwangyang","Gwangyang","34.9414","127.69569","South Korea","KR","","Jeollanam-do","","154266","3858"
"Kovrov","Kovrov","56.35752","41.31893","Russia","RU","","Vladimir Oblast","","154224","3859"
"Viranşehir","Viransehir","37.22349","39.75519","Turkey","TR","","Şanlıurfa","","154163","3860"
"Noda","Noda","35.94897","139.86793","Japan","JP","","Chiba","","154114","3861"
"Santana de Parnaíba","Santana de Parnaiba","-23.44417","-46.91778","Brazil","BR","","São Paulo","","154105","3862"
"San Cristóbal","San Cristobal","18.41713","-70.10682","Dominican Republic","DO","","San Cristóbal","","154040","3863"
"East Chattanooga","East Chattanooga","35.06535","-85.24912","United States","US","","Tennessee","","154024","3864"
"Limassol","Limassol","34.68406","33.03794","Cyprus","CY","","Limassol","","154000","3865"
"Kariya","Kariya","34.98333","136.98333","Japan","JP","","Aichi","","153834","3866"
"Pasadena","Pasadena","29.69106","-95.2091","United States","US","","Texas","","153784","3867"
"Mīt Ghamr","Mit Ghamr","30.71524","31.2592","Egypt","EG","","Dakahlia","","153754","3868"
"Sanshui","Sanshui","23.15486","112.89161","China","CN","","Guangdong","","153714","3869"
"Jackson","Jackson","32.29876","-90.18481","United States","US","","Mississippi","","153701","3870"
"Parelheiros","Parelheiros","-23.8275","-46.72694","Brazil","BR","","São Paulo","","153695","3871"
"Mogi Guaçu","Mogi Guacu","-22.3677","-46.94552","Brazil","BR","","São Paulo","","153658","3872"
"Enschede","Enschede","52.21833","6.89583","The Netherlands","NL","","Overijssel","","153655","3873"
"Boshan","Boshan","36.48333","117.83333","China","CN","","Shandong","","153596","3874"
"Hazāribāgh","Hazaribagh","23.99241","85.36162","India","IN","","Jharkhand","","153595","3875"
"Yangchun","Yangchun","22.16667","111.78333","China","CN","","Guangdong","","153547","3876"
"Souk Ahras","Souk Ahras","36.28639","7.95111","Algeria","DZ","","Souk Ahras","","153479","3877"
"Musanze","Musanze","-1.49984","29.63497","Rwanda","RW","","Northern Province","","153368","3878"
"Medinīpur","Medinipur","22.42114","87.32257","India","IN","","West Bengal","","153349","3879"
"Andong","Andong","36.56636","128.72275","South Korea","KR","","Gyeongsangbuk-do","","153348","3880"
"Bālurghāt","Balurghat","25.22099","88.77732","India","IN","","West Bengal","","153279","3881"
"Pomona","Pomona","34.05529","-117.75228","United States","US","","California","","153266","3882"
"Valle de La Pascua","Valle de La Pascua","9.21554","-66.00734","Venezuela","VE","","Guárico","","153136","3883"
"Kreuzberg","Kreuzberg","52.49973","13.40338","Germany","DE","","State of Berlin","","153135","3884"
"Chincha Alta","Chincha Alta","-13.40985","-76.13235","Peru","PE","","Ica","","153076","3885"
"Cairns","Cairns","-16.92366","145.76613","Australia","AU","","Queensland","","153075","3886"
"Fyzābād","Fyzabad","26.77549","82.15018","India","IN","","Uttar Pradesh","","153047","3887"
"Thị Trấn Thuận Châu","Thi Tran Thuan Chau","21.43849","103.69","Vietnam","VN","","Sơn La Province","","153000","3888"
"Dinapore","Dinapore","25.63705","85.04794","India","IN","","Bihar","","152940","3889"
"Dingzhou","Dingzhou","38.51473","114.9868","China","CN","","Hebei","","152934","3890"
"Kansas City","Kansas City","39.11417","-94.62746","United States","US","","Kansas","","152933","3891"
"As Samawah","As Samawah","31.33198","45.2944","Iraq","IQ","","Muthanna","","152890","3892"
"Porbandar","Porbandar","21.64219","69.60929","India","IN","","Gujarat","","152760","3893"
"Sinp’o","Sinp'o","40.03971","128.1943","North Korea","KP","","South Hamgyong","","152759","3894"
"Pengpu","Pengpu","31.2855","121.4367","China","CN","","Shanghai","","152725","3895"
"Washington Heights","Washington Heights","40.8501","-73.93541","United States","US","","New York","","152613","3896"
"Lakewood","Lakewood","39.70471","-105.08137","United States","US","","Colorado","","152597","3897"
"Baqubah","Baqubah","33.75403","44.60518","Iraq","IQ","","Diyala","","152550","3898"
"Sumayl","Sumayl","36.85823","42.8482","Iraq","IQ","","Duhok","","152512","3899"
"Simele","Simele","36.85833","42.8501","Iraq","IQ","","Duhok","","152512","3900"
"Neuss","Neuss","51.19807","6.68504","Germany","DE","","North Rhine-Westphalia","","152457","3901"
"Chenghua","Chenghua","23.46132","116.77007","China","CN","","Guangdong","","152453","3902"
"Songnim-ni","Songnim-ni","38.76349","125.64096","North Korea","KP","","North Hwanghae","","152425","3903"
"Bānda","Banda","25.47758","80.33491","India","IN","","Uttar Pradesh","","152218","3904"
"Pouso Alegre","Pouso Alegre","-22.23","-45.93639","Brazil","BR","","Minas Gerais","","152217","3905"
"Cần Giuộc","Can Giuoc","10.60857","106.67135","Vietnam","VN","","Tay Ninh","","152200","3906"
"Balvanera","Balvanera","-34.61032","-58.39766","Argentina","AR","","Buenos Aires F.D.","","152198","3907"
"Longfeng","Longfeng","46.53168","125.1038","China","CN","","Heilongjiang","","152074","3908"
"Beining","Beining","41.59556","121.79278","China","CN","","Liaoning","","152033","3909"
"Strogino","Strogino","55.81838","37.41224","Russia","RU","","Moscow","","152000","3910"
"Etwatwa","Etwatwa","-26.12516","28.45472","South Africa","ZA","","Gauteng","","151866","3911"
"Higashimurayama","Higashimurayama","35.75459","139.46852","Japan","JP","","Tokyo","","151815","3912"
"Hindupur","Hindupur","13.82807","77.49143","India","IN","","Andhra Pradesh","","151677","3913"
"Araucária","Araucaria","-25.59306","-49.41028","Brazil","BR","","Paraná","","151666","3914"
"Bintulu","Bintulu","3.16667","113.03333","Malaysia","MY","","Sarawak","","151617","3915"
"Poole","Poole","50.71429","-1.98458","United Kingdom","GB","","England","","151500","3916"
"Akhmīm","Akhmim","26.5622","31.74566","Egypt","EG","","Sohag","","151430","3917"
"Kohat","Kohat","33.58196","71.44929","Pakistan","PK","","Khyber Pakhtunkhwa","","151427","3918"
"Regensburg","Regensburg","49.01513","12.10161","Germany","DE","","Bavaria","","151389","3919"
"Layyah","Layyah","30.96128","70.93904","Pakistan","PK","","Punjab","","151274","3920"
"Girga","Girga","26.33721","31.89295","Egypt","EG","","Sohag","","151256","3921"
"Koforidua","Koforidua","6.09408","-0.25913","Ghana","GH","","Eastern","","151255","3922"
"Bukit Merah Estate","Bukit Merah Estate","1.28417","103.82306","Singapore","SG","","00","","151250","3923"
"Saqqez","Saqqez","36.24992","46.2735","Iran","IR","","Kurdistan Province","","151237","3924"
"Logroño","Logrono","42.46615","-2.45115","Spain","ES","","La Rioja","","151164","3925"
"Beāwar","Beawar","26.10119","74.32028","India","IN","","Rajasthan","","151152","3926"
"Sykhiv","Sykhiv","49.79427","24.06284","Ukraine","UA","","Lviv","","151131","3927"
"Garanhuns","Garanhuns","-8.88202","-36.50216","Brazil","BR","","Pernambuco","","151064","3928"
"Escondido","Escondido","33.11921","-117.08642","United States","US","","California","","151038","3929"
"Ṣuwayliḥ","Suwaylih","32.0221","35.84394","Jordan","JO","","Balqa","","151016","3930"
"Erzincan","Erzincan","39.73919","39.49015","Turkey","TR","","Erzincan","","150714","3931"
"Kırşehir","Kirsehir","39.14583","34.16389","Turkey","TR","","Kırşehir","","150700","3932"
"Zarichnyi","Zarichnyi","50.90376","34.80933","Ukraine","UA","","Sumy","","150694","3933"
"La Laguna","La Laguna","28.4853","-16.32014","Spain","ES","","Canary Islands","","150661","3934"
"Kokshetau","Kokshetau","53.28414","69.39364","Kazakhstan","KZ","","Aqmola","","150649","3935"
"Anantnag","Anantnag","33.73068","75.15418","India","IN","","Jammu and Kashmir","","150592","3936"
"Kukichūō","Kukichuo","36.06739","139.67498","Japan","JP","","Saitama","","150582","3937"
"Badajoz","Badajoz","38.87789","-6.97061","Spain","ES","","Extremadura","","150530","3938"
"Serilingampalle","Serilingampalle","17.49313","78.30196","India","IN","","Telangana","","150525","3939"
"Malatia-Sebastia","Malatia-Sebastia","40.17396","44.4457","Armenia","AM","","Yerevan","","150500","3940"
"Talcahuano","Talcahuano","-36.72494","-73.11684","Chile","CL","","Biobio","","150499","3941"
"Chillán","Chillan","-36.60664","-72.10344","Chile","CL","","Ñuble","","150396","3942"
"Blitar","Blitar","-8.0983","112.1681","Indonesia","ID","","East Java","","150371","3943"
"Kỳ Anh","Ky Anh","18.06243","106.29832","Vietnam","VN","","Hà Tĩnh Province","","150226","3944"
"Nong Khaem","Nong Khaem","13.70594","100.34918","Thailand","TH","","Bangkok","","150218","3945"
"Piedras Negras","Piedras Negras","28.70007","-100.52353","Mexico","MX","","Coahuila","","150178","3946"
"Kızıltepe","Kiziltepe","37.18836","40.57723","Turkey","TR","","Mardin","","150174","3947"
"Astoria","Astoria","40.77205","-73.93014","United States","US","","New York","","150165","3948"
"Musashino","Musashino","35.70611","139.55944","Japan","JP","","Tokyo","","150149","3949"
"Balashikha","Balashikha","55.79479","37.94794","Russia","RU","","Moscow Oblast","","150103","3950"
"Raigarh","Raigarh","21.89764","83.3966","India","IN","","Chhattisgarh","","150019","3951"
"Gloucester","Gloucester","45.35","-75.63333","Canada","CA","","Ontario","","150012","3952"
"Vryheid","Vryheid","-27.76952","30.79165","South Africa","ZA","","KwaZulu-Natal","","150012","3953"
"Malkajgiri","Malkajgiri","17.44781","78.52633","India","IN","","Telangana","","150000","3954"
"Gimcheon","Gimcheon","36.12176","128.11981","South Korea","KR","","Gyeongsangbuk-do","","150000","3955"
"Bercham","Bercham","4.6411","101.1393","Malaysia","MY","","Perak","","150000","3956"
"Setia Alam","Setia Alam","3.10155","101.45565","Malaysia","MY","","Selangor","","150000","3957"
"Bandar Tasik Puteri","Bandar Tasik Puteri","3.28531","101.4741","Malaysia","MY","","Selangor","","150000","3958"
"Tordher","Tordher","33.99047","72.2863","Pakistan","PK","","Khyber Pakhtunkhwa","","150000","3959"
"Zhulebino","Zhulebino","55.7","37.85","Russia","RU","","Moscow","","150000","3960"
"Dili","Dili","-8.55861","125.57361","Timor Leste","TL","","Dili Municipality","","150000","3961"
"Shāntipur","Shantipur","23.24723","88.43302","India","IN","","West Bengal","","149983","3962"
"Playa del Carmen","Playa del Carmen","20.6274","-87.07987","Mexico","MX","","Quintana Roo","","149923","3963"
"Santa Rita","Santa Rita","-7.11389","-34.97806","Brazil","BR","","Paraíba","","149910","3964"
"Split","Split","43.50891","16.43915","Croatia","HR","","Split-Dalmatia","","149830","3965"
"Ursynów","Ursynow","52.15051","21.05041","Poland","PL","","Mazovia","","149775","3966"
"Hollywood","Hollywood","26.0112","-80.14949","United States","US","","Florida","","149728","3967"
"Madrid Centro","Madrid Centro","40.41831","-3.70275","Spain","ES","","Madrid","","149718","3968"
"Iguatemi","Iguatemi","-23.61277","-46.42667","Brazil","BR","","São Paulo","","149700","3969"
"Shūnan","Shunan","34.08053","131.82564","Japan","JP","","Yamaguchi","","149632","3970"
"Agadez","Agadez","16.97333","7.99111","Niger","NE","","Agadez","","149549","3971"
"Burnley","Burnley","53.8","-2.23333","United Kingdom","GB","","England","","149422","3972"
"Reẖovot","Rehovot","31.89421","34.81199","Israel","IL","","Central District","","149392","3973"
"Watampone","Watampone","-4.5386","120.3279","Indonesia","ID","","South Sulawesi","","149336","3974"
"Sabha","Sabha","27.03766","14.42832","Libya","LY","","Sabha District","","149329","3975"
"Disūq","Disuq","31.13259","30.64784","Egypt","EG","","Kafr el-Sheikh","","149291","3976"
"Cagliari","Cagliari","39.23054","9.11917","Italy","IT","","Sardinia","","149257","3977"
"Borough Park","Borough Park","40.63399","-73.99681","United States","US","","New York","","149248","3978"
"Harrow","Harrow","51.57835","-0.33208","United Kingdom","GB","","England","","149246","3979"
"Berrechid","Berrechid","33.26553","-7.58754","Morocco","MA","","Casablanca-Settat","","149201","3980"
"Queimados","Queimados","-22.71611","-43.55528","Brazil","BR","","Rio de Janeiro","","149093","3981"
"Tambacounda","Tambacounda","13.77073","-13.66734","Senegal","SN","","Tambacounda","","149071","3982"
"Huddersfield","Huddersfield","53.64904","-1.78416","United Kingdom","GB","","England","","149017","3983"
"Ārabī","Arabi","9.96278","42.49278","Ethiopia","ET","","Somali","","148933","3984"
"Kerch","Kerch","45.35675","36.47542","Ukraine","UA","","Crimea","","148932","3985"
"Saguenay","Saguenay","48.41675","-71.06573","Canada","CA","","Quebec","","148886","3986"
"Prenzlauer Berg","Prenzlauer Berg Bezirk","52.53878","13.42443","Germany","DE","","State of Berlin","","148878","3987"
"Fazenda Rio Grande","Fazenda Rio Grande","-25.6575","-49.30806","Brazil","BR","","Paraná","","148873","3988"
"Komaki","Komaki","35.28333","136.91667","Japan","JP","","Aichi","","148872","3989"
"Marvdasht","Marvdasht","29.87407","52.80258","Iran","IR","","Fars","","148858","3990"
"Melitopol","Melitopol","46.84735","35.38196","Ukraine","UA","","Zaporizhzhia","","148851","3991"
"Dunhua","Dunhua","43.36954","128.22861","China","CN","","Jilin","","148844","3992"
"Bhuj","Bhuj","23.25397","69.66928","India","IN","","Gujarat","","148834","3993"
"Arganzuela","Arganzuela","40.40021","-3.69618","Spain","ES","","Madrid","","148797","3994"
"Jyväskylä","Jyvaeskylae","62.24147","25.72088","Finland","FI","","Central Finland","","148744","3995"
"Yonago","Yonago","35.43333","133.33333","Japan","JP","","Tottori","","148720","3996"
"Ruqi","Ruqi","9.97293","43.4276","Somalia","SO","","Awdal","","148702","3997"
"Rimini","Rimini","44.05755","12.56528","Italy","IT","","Emilia-Romagna","","148688","3998"
"Stavanger","Stavanger","58.97005","5.73332","Norway","NO","","Rogaland","","148682","3999"
"Coquitlam","Coquitlam","49.2846","-122.78217","Canada","CA","","British Columbia","","148625","4000"
"Arar","Arar","30.97531","41.03808","Saudi Arabia","SA","","Northern Borders Region","","148540","4001"
"Valencia","Valencia","34.44361","-118.60953","United States","US","","California","","148456","4002"
"Tama","Tama","35.6436","139.46844","Japan","JP","","Tokyo","","148285","4003"
"Rockford","Rockford","42.27113","-89.094","United States","US","","Illinois","","148278","4004"
"Kalaban Koro","Kalaban Koro","12.57329","-8.02907","Mali","ML","","Koulikoro","","148247","4005"
"El Limón","El Limon","10.30589","-67.63212","Venezuela","VE","","Aragua","","148247","4006"
"Nîmes","Nimes","43.83665","4.35788","France","FR","","Occitanie","","148236","4007"
"Dundee","Dundee","56.46913","-2.97489","United Kingdom","GB","","Scotland","","148210","4008"
"Bārākpur","Barakpur","22.76602","88.36336","India","IN","","West Bengal","","148174","4009"
"Sao Rafael","Sao Rafael","-23.62821","-46.45395","Brazil","BR","","São Paulo","","148145","4010"
"Botucatu","Botucatu","-22.88583","-48.445","Brazil","BR","","São Paulo","","148130","4011"
"Sujiatun","Sujiatun","41.65917","123.33917","China","CN","","Liaoning","","148113","4012"
